ID;Shortlist;NAZEV;NAZEV CELY;MISTO;ADRESA;STAT;STATUS;ROK;WWW;FB;LOGO;POZNAMKA;PIVO;FOTO;GPS;Y;X;VISITED;KRAJ;OKRES;ORP;OBEC
64;Pivovar (Brewery);Uherský Brod;Pivovar Uherský Brod;Uherský Brod;Neradice 369, Uherský Brod;Czechia;průmyslový pivovar (industrial brewery);1894;http://www.pivovar-uherskybrod.cz;https://www.facebook.com/pivovarub;https://goo.gl/uo9mqj;"Dřívější název pivovaru ""Janáček""";Comenius, Dukát, Kounic, Patriot, Perun;;N 49°1.44090', E 17°39.31493';49.024015;17.655249;YES;Zlínský kraj;Uherské Hradiště;Uherský Brod;Uherský Brod
65;Pivovar (Brewery);U krále Ječmínka;První hanácké domácí pivovar U krále Ječmínka;Prostějov;Újezd 1652/4a, Prostějov;Czechia;restaurační pivovar (brewpub);1999;http://www.ukralejecminka.cz;https://www.facebook.com/restaurace.jecminek;https://goo.gl/PcDneK;;Černý Anděl, Ječmenný, Ječmínek, Ječná;https://flic.kr/s/aHsmupC1XD;N 49°28.33537', E 17°6.99558';49.472256;17.116593;YES;Olomoucký kraj;Prostějov;Prostějov;Prostějov
66;Pivovar (Brewery);Jeseník;Minipivovar Jeseník;Jeseník;Otakara Březiny 1369/002B, Jeseník;Czechia;minipivovar s výčepem (craftbrewery with a bar);2011;http://www.minipivovarjesenik.cz;https://www.facebook.com/Minipivovar-Jesen%C3%ADk-121589417944802;https://goo.gl/hf17xz;;Březinka, Julius, Medoza, Muzikant, Špičák, Vincenz;https://flic.kr/s/aHskvuoZHx;N 50°13.94063', E 17°12.06900';50.232344;17.20115;YES;Olomoucký kraj;Jeseník;Jeseník;Jeseník
67;Pivovar (Brewery);Ježek;Pivovar Jihlava;Jihlava;Vrchlického 2084/2, Jihlava;Czechia;průmyslový pivovar (industrial brewery);1860;http://www.pivovar-jihlava.cz;https://www.facebook.com/pivojezek;https://goo.gl/wg1pHb;;Altbier, Čertovský, Ježek, Krasličák, Kvasničák, Telčský Zachariáš;;N 49°23.84467', E 15°34.95282';49.397411;15.582547;YES;Kraj Vysočina;Jihlava;Jihlava;Jihlava
68;Pivovar (Brewery);Jihoměstský;Jihoměstský pivovar;Praha - Chodov;Podjavorinské 1602/11, Praha 11 - Chodov;Czechia;restaurační pivovar (brewpub);2009;http://www.jihomestskypivovar.cz;https://www.facebook.com/Jihom%C4%9Bstsk%C3%BD-pivovar-117331261614253;https://goo.gl/QQKfBx;;Jihoměstský, Jihoměšťan;;N 50°1.88812', E 14°31.18490';50.0314686;14.5197483;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
69;Pivovar (Brewery);Kahan;Minipivovar Mostecký Kahan;Most;Obránců míru 2629, Most;Czechia;restaurační pivovar (brewpub);2009;http://www.mosteckykahan.cz;https://www.facebook.com/UMachyho2;https://goo.gl/ALJZJq;;Černí andělé, Kahan, Magistr Edward Kelley, Mostecká, Zdař bůh!;https://www.facebook.com/media/set/?set=a.292295697574145.1073741836.282498931887155&type=1&l=04380b2296;N 50°29.82870', E 13°38.44717';50.497145;13.640786;YES;Ústecký kraj;Most;Most;Most
70;Pivovar (Brewery);Karel IV.;Pivovar Karel IV.;Karlovy Vary;T. G. Masaryka 282/57, Karlovy Vary;Czechia;restaurační pivovar (brewpub);2012;https://becherplatz.cz;https://www.facebook.com/becherplatzKV;https://goo.gl/QRfz2d;;Karel IV.;;N 50°13.81503', E 12°52.02338';50.2302506;12.8670564;YES;Karlovarský kraj;Karlovy Vary;Karlovy Vary;Karlovy Vary
71;Pivovar (Brewery);Klášter;Pivovar Klášter;Klášter Hradiště nad Jizerou;Klášter Hradiště nad Jizerou 16, Klášter Hradiště nad Jizerou;Czechia;průmyslový pivovar (industrial brewery);1570;http://www.pivovarklaster.cz;https://www.facebook.com/klasterpivovar;https://goo.gl/8PXcd8;;Klášter;;N 50°31.47967', E 14°56.86152';50.524661;14.947692;NO;Středočeský kraj;Mladá Boleslav;Mnichovo Hradiště;Klášter Hradiště nad Jizerou
72;Pivovar (Brewery);Pod Kněží horou;Pivovar Pod Kněží horou ve Bzenci;Bzenec;Partyzánská 1012, Bzenec;Czechia;minipivovar (craftbrewery);2007;http://www.knezihora.cz;https://www.facebook.com/pivovarbzenec;https://goo.gl/HJt845;;Bhut Jolokia, Cochlearia armoracia, Kněžihorský, Sambucus nigra L. 1753, Zingiber oficinale;https://www.facebook.com/media/set/?set=a.301001400036908.1073741840.282498931887155&type=1&l=fc13e084fa;N 48°58.38863', E 17°17.32103';48.973144;17.288684;YES;Jihomoravský kraj;Hodonín;Kyjov;Bzenec
73;Pivovar (Brewery);Kněžínek;I. českobudějovický minipivovar Kněžínek;České Budějovice - Nové Dvory;Haklovy dvory 2235, České Budějovice - České Budějovice 2;Czechia;restaurační pivovar (brewpub);2012;http://www.knezinek.cz;https://www.facebook.com/minipivovarknezinek;https://goo.gl/pg3HJY;;Černokněžník, Kněžínek;;N 49°0.17847', E 14°24.19262';49.0029744;14.4032103;YES;Jihočeský kraj;České Budějovice;České Budějovice;České Budějovice
74;Pivovar (Brewery);Kocour;Pivovar Kocour Varnsdorf;Varnsdorf;Rumburská 1920, Varnsdorf ;Czechia;restaurační pivovar (brewpub);2008;http://www.pivovar-kocour.cz;https://www.facebook.com/pivovar.kocour.varnsdorf;https://goo.gl/yUxJP2;;Catfish Sumeček, Hoppy Cat, K32, Kocour, Kubík, Mezulán, Quarterback, Samurai, Saurus;https://www.facebook.com/media/set/?set=a.492618447541868.1073741862.282498931887155&type=1&l=1f2bf47ad3;N 50°55.19418', E 14°36.21738';50.919903;14.603623;YES;Ústecký kraj;Děčín;Varnsdorf;Varnsdorf
75;Pivovar (Brewery);U Dvou koček;Pivovar U Dvou koček;Praha - Staré Město;Uhelný trh 415/10, Praha 1 - Staré Město;Czechia;restaurační pivovar (brewpub);2010;http://www.udvoukocek.cz;https://www.facebook.com/U-Dvou-ko%C4%8Dek-1042365925814357;https://goo.gl/bRWkBm;;Kočka;;N 50°5.01072', E 14°25.22917';50.083512;14.420486;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
76;Pivovar (Brewery);Kubík;Pivovar Kubík;Hradec Králové - Nový Hradec Králové;Profesora Smotlachy 1275/34, Hradec Králové - Nový Hradec Králové;Czechia;minipivovar (craftbrewery);2010;;;https://goo.gl/4g7AVa;;Hvězdář, Kluk, Kohout;;N 50°10.48932', E 15°50.86717';50.174822;15.847786;YES;Královéhradecký kraj;Hradec Králové;Hradec Králové;Hradec Králové
77;Pivovar (Brewery);Kohutka;Pivovar Kohutka;Vyšní Lhoty;Vyšní Lhoty 197, Vyšní Lhoty;Czechia;restaurační pivovar (brewpub);2013;http://restaurace-kohutka.cz;https://www.facebook.com/restaurace.kohutka;https://goo.gl/US3FMU;;Kohut;https://flic.kr/s/aHskvKMS9Z;N 49°38.57928', E 18°28.83233';49.642988;18.480539;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;Vyšní Lhoty
78;Pivovar (Brewery);Koníček;Pivovar Koníček Vojkovice;Vojkovice;Vojkovice 10, Vojkovice;Czechia;průmyslový pivovar (industrial brewery);2006;http://www.pivovarkonicek.cz;https://www.facebook.com/pivovarkonicek;https://goo.gl/26ACFu;;Bělouš, Čmelák, Grošák, Hatatitla, Husar, Klaďas, Klusák, Klusáček, Kobyla, Koníček, Mustang, Netopýr, Poník, Pony Pejl, Ryzák, Sršeň, Štědrok, Vojkovjan, Vojkovjanka, Vraník, Železník;https://flic.kr/s/aHsmfxpyUp;N 49°40.48962', E 18°28.60253';49.674827;18.476709;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;Vojkovice
79;Pivovar (Brewery);Konrad;Pivovar Konrad Liberec-Vratislavice;Liberec - Vratislavice nad Nisou;Pivovarská 164, Liberec XXX - Vratislavice nad Nisou;Czechia;průmyslový pivovar (industrial brewery);2000;http://www.pivo-konrad.cz;https://www.facebook.com/PivoKonradVratislavice;https://goo.gl/CTMvNW;;Červený král, Eso, Chytrón, IQ, K17, K20, Kapucín, Konrad, Pilot, Reichenberger, Spytihněv, Svatopavelské, Zelený král, Vejr, Vratislavický;;N 50°45.11667', E 15°5.29658';50.7519444;15.0882764;NO;Liberecký kraj;Liberec;Liberec;Liberec
80;Pivovar (Brewery);Kounický;Kounický pivovar;Kounice;Kounice 52, Kounice;Czechia;minipivovar (craftbrewery);2012;http://www.kounickypivovar.cz;https://www.facebook.com/kounickypivovar;https://goo.gl/MKxBbP;;Kounický, Single Beer;https://flic.kr/s/aHsmgFeKvH;N 50°6.49567', E 14°51.24228';50.108261;14.854038;YES;Středočeský kraj;Nymburk;Český Brod;Kounice
81;Pivovar (Brewery);Koliba;Litoměřický pivovárek Koliba;Litoměřice;Českolipská 2100, Litoměřice;Czechia;restaurační pivovar (brewpub);2011;http://www.kolibahotel.cz;https://www.facebook.com/Hotel-Koliba-Litom%C4%9B%C5%99ice-174148985937809;https://goo.gl/4iNqX4;;Golden Gate CZ, Kousek, Ležák Lagarde;;N 50°32.19533', E 14°9.19332';50.536589;14.153222;YES;Ústecký kraj;Litoměřice;Litoměřice;Litoměřice
82;Pivovar (Brewery);Kout;Pivovar Kout na Šumavě;Kout na Šumavě;Kout na Šumavě 2, Kout na Šumavě;Czechia;minipivovar (craftbrewery);2006;http://www.pivovarkout.cz;https://www.facebook.com/Pivovar-Kout-na-Šumavě-306435406052527;https://goo.gl/bkyjac;;Koutská;;N 49°24.08640', E 12°59.97702';49.40144;12.999617;NO;Plzeňský kraj;Domažlice;Domažlice;Kout na Šumavě
83;Pivovar (Brewery);Kozlíček;Rodinný pivovar Kozlíček;Horní Dubenky;Horní Dubenky 145;Czechia;minipivovar (craftbrewery);2006;http://www.pivovar-kozlicek.cz;https://www.facebook.com/pivovarkozlicek;https://goo.gl/km6Wb9;;Javořický;;N 49°15.39442', E 15°18.65610';49.2565736;15.310935;NO;Kraj Vysočina;Jihlava;Jihlava;Horní Dubenky
84;Pivovar (Brewery);Valašský;Valašský pivovar v Kozlovicích;Kozlovice;Kozlovice 1, Kozlovice;Czechia;restaurační pivovar (brewpub);2008;http://www.relaxvpodhuri.cz;https://www.facebook.com/Hostinec-Pivovar-Kozlovice-1814612945497360;https://goo.gl/uXq58o;;Kozlovický fojt, Valašský vojvoda;https://flic.kr/s/aHsmdYs574;N 49°35.55488', E 18°15.37007';49.5925814;18.2561678;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;Kozlovice
85;Pivovar (Brewery);Krakonoš;Pivovar Krakonoš;Trutnov;Křižíkova 486, Trutnov;Czechia;průmyslový pivovar (industrial brewery);1582;http://www.pivovar-krakonos.cz;https://www.facebook.com/pivovarKrakonos;https://goo.gl/EPEBvJ;;Krakonoš;;N 50°33.68588', E 15°54.56197';50.5614314;15.9093661;YES;Královéhradecký kraj;Trutnov;Trutnov;Trutnov
86;Pivovar (Brewery);Krkonošský medvěd;Minipivovar Krkonošský medvěd;Vrchlabí;Horská 198, Vrchlabí;Czechia;restaurační pivovar (brewpub);1995;http://pivovarskabasta.cz;https://www.facebook.com/krkonosskymedved;https://goo.gl/w4HCzu;;Early Evening, Grizzly, Hibiscus, HopBit, ChocaCola, Intergalactic PA, Krkonošský medvěd, Summer sunset;;N 50°38.57797', E 15°36.51150';50.642966;15.608525;NO;Královéhradecký kraj;Trutnov;Vrchlabí;Vrchlabí
87;Pivovar (Brewery);Krmelín;Minipivovar Krmelín s Hospodou u Hodže;Krmelín;Brušperská 22, Krmelín;Czechia;restaurační pivovar (brewpub);2011;http://www.minipivovarkrmelin.cz;https://www.facebook.com/minipivovarkrmelin;https://goo.gl/WhKcXr;;Krmelínské, Syčák;https://flic.kr/s/aHsmfw3RqG;N 49°43.75818', E 18°14.16757';49.7293031;18.2361261;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;Krmelín
88;Pivovar (Brewery);Krušovice;Královský pivovar Krušovice;Krušovice;U Pivovaru 1, Krušovice;Czechia;průmyslový pivovar (industrial brewery);1581;http://www.krusovice.cz;https://www.facebook.com/PivoKrusovice;https://goo.gl/pmm75Y;;Krušovice, Krušovická, Malvaz, Mušketýr;;N 50°10.41943', E 13°46.35702';50.1736572;13.7726169;NO;Středočeský kraj;Rakovník;Rakovník;Krušovice
89;Pivovar (Brewery);Sentický Kvasar;Pivovar Sentický Kvasar;Sentice;Sentice 219, Sentice;Czechia;minipivovar (craftbrewery);1992;http://pivokvasar.cz;https://www.facebook.com/pivokvasar;https://goo.gl/LKmEjZ;"Dřívější název ""Domácí pivovar u Jelínků""; původně byl pivovar zde: N 49°18.54258'. E 16°26.61757'";Sentický kvasar;https://flic.kr/s/aHskxbcups;N 49°18.76922', E 16°27.24562';49.3128203;16.4540936;YES;Jihomoravský kraj;Brno-venkov;Tišnov;Sentice
90;Pivovar (Brewery);Bravůr;Rodinný pivovar Bravůr;Loučná nad Desnou;Loučná nad Desnou 65, Loučná nad Desnou;Czechia;uzavřený pivovar (closed brewery);2009 / 2018;http://www.kvasslav.cz;https://www.facebook.com/kvasslavcz-149748885132665;https://goo.gl/pe1QYM;;Kvasslav;https://flic.kr/s/aHskxNh7Ds;N 50°4.06308', E 17°5.55203';50.067718;17.092534;YES;Olomoucký kraj;Šumperk;Šumperk;Loučná nad Desnou
91;Pivovar (Brewery);Kvilda;Pivovar a pekárna Kvilda;Kvilda;Kvilda 75, Kvilda;Czechia;restaurační pivovar (brewpub);2011;http://www.pekarnakvilda.cz;https://www.facebook.com/PekarnaAPivovarKvilda;https://goo.gl/uu38HS;;Desaterák, Divočák, Dvanácterák, Galapetr, Královna Šumavy, Lišák, Osmerák, Rankl Sepp, Waldschmidt;;N 49°1.23525', E 13°34.76643';49.0205875;13.5794406;NO;Jihočeský kraj;Prachatice;Vimperk;Kvilda
92;Pivovar (Brewery);Kynšperský;Kynšperský Pivovar;Kynšperk nad Ohří;Sokolovská 482/40, Kynšperk nad Ohří;Czechia;restaurační pivovar (brewpub);2013;http://www.pivovar-kynsperk.cz;https://www.facebook.com/PivovarKynsperk;https://goo.gl/cp5v7f;;Černá milenka, Kynšperský zajíc, Valentýnský sen;https://www.facebook.com/media/set/?set=a.331827446954303.1073741849.282498931887155&type=1&l=ea44011026;N 50°7.44312', E 12°31.88760';50.124052;12.53146;YES;Karlovarský kraj;Sokolov;Sokolov;Kynšperk nad Ohří
93;Pivovar (Brewery);Labuť;Litoměřický minipivovar Labuť;Litoměřice;Zítkova 784/5, Litoměřice ;Czechia;restaurační pivovar (brewpub);2010;http://www.minipivovarlabut.cz;https://www.facebook.com/minipivovarlabut;https://goo.gl/nQryAD;;Černá Labuť, Labuť, Mistr lázeňský;https://flic.kr/s/aHskxpDXYq;N 50°32.10438', E 14°8.09887';50.535073;14.134981;YES;Ústecký kraj;Litoměřice;Litoměřice;Litoměřice
94;Pivovar (Brewery);Lipan;Pivovarský dvůr Lipan;Dražíč;Dražíč 50, Dražíč;Czechia;restaurační pivovar (brewpub);1998;http://www.pivovar-lipan.cz;https://www.facebook.com/pivovarlipan;https://goo.gl/q3jmNt;;Bukoun, Lipan, Portyčák;;N 49°18.34038', E 14°22.84507';49.305673;14.380751;NO;Jihočeský kraj;České Budějovice;Týn nad Vltavou;Dražíč
95;Pivovar (Brewery);Líšeňský;Líšeňský pivovar;Brno - Líšeň;Kotlanova 2162/5, Brno - Líšeň;Czechia;restaurační pivovar (brewpub);2011;http://www.lisenskypivovar.cz;https://www.facebook.com/lisenskypivovar;https://goo.gl/4cJ7jC;;Alfa, Ležan, Ležoun, Líšeňský, Marvan, PePa, Zlatý Pavián;;N 49°12.64843', E 16°40.83752';49.2108072;16.6806253;YES;Jihomoravský kraj;Brno-město;Brno;Brno
96;Pivovar (Brewery);Litovel;Pivovar Litovel;Litovel;Palackého 934, Litovel;Czechia;průmyslový pivovar (industrial brewery);1893;http://www.litovel.cz;https://www.facebook.com/pivovarlitovel;https://goo.gl/iSUJ53;;Classic, Granát, Gustav, Kvasničák, Litovel, Maestro, Moravan, Václav, Zelený ležák, Žejdlík Original;;N 49°41.67858', E 17°4.58813';49.694643;17.076469;NO;Olomoucký kraj;Olomouc;Litovel;Litovel
97;Pivovar (Brewery);Vysoký Chlumec;Knížecí pivovar Vysoký Chlumec;Vysoký Chlumec;Vysoký Chlumec 29, Vysoký Chlumec;Czechia;průmyslový pivovar (industrial brewery);1466;http://www.pivovar-vysokychlumec.cz;https://www.facebook.com/vysokychlumecpivovar;https://goo.gl/Nm1Rx3;;Démon, Flying Cloud, Chlumecká, Chlumecký Vít, Janův elixír, Lobkowicz, Markýz, Max X., Tři sestry, Vévoda;;N 49°36.86472', E 14°23.50747';49.614412;14.391791;NO;Středočeský kraj;Příbram;Sedlčany;Vysoký Chlumec
98;Pivovar (Brewery);Pod Kyčmolem;Minipivovar hotelu Pod Kyčmolem;Horní Lomná;Horní Lomná 140, Horní Lomná;Czechia;restaurační pivovar (brewpub);2010;http://www.podkycmolem.cz;https://www.facebook.com/hotelpodkycmolem;https://goo.gl/TbULmJ;;Lomňan;;N 49°30.89077', E 18°37.62690';49.514846;18.627115;YES;Moravskoslezský kraj;Frýdek-Místek;Jablunkov;Horní Lomná
99;Pivovar (Brewery);Magistr;Domácí pivovar Magistr;Brno - Veveří;Hrnčířská 813/23, Brno-střed - Veveří;Czechia;restaurační pivovar (brewpub);2011 / 2018;http://www.pivovarmagistr.cz;https://www.facebook.com/pivovarmagistr;https://goo.gl/zHSuif;;Císařský, Helios, Kateřina, Lycantrop, Magistr Kelly, Magistr Scotta, Matyáš, Old Land, Siréna;;N 49°12.57570', E 16°36.00288';49.209595;16.6000481;YES;Jihomoravský kraj;Brno-město;Brno;Brno
100;Pivovar (Brewery);Letohrádek;Pikopivovar Letohrádek;Frýdlant nad Ostravicí;U Letohrádku 143, Frýdlant nad Ostravicí - Frýdlant;Czechia;uzavřený pivovar (closed brewery);2008 - 2009, 2013 - 2014;;;https://goo.gl/eKt9eJ;;Pivo z Letohrádku;;N 49°35.08392', E 18°21.03593';49.584732;18.350599;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdlant nad Ostravicí;Frýdlant nad Ostravicí
101;Pivovar (Brewery);Magnát;Štiřínský pivovar Magnát;Štiřín;Želivecká 707, Štiřín;Czechia;restaurační pivovar (brewpub);2010;http://www.stirinskastodola.cz;https://www.facebook.com/stirinskastodola;https://goo.gl/p3WY5n;;Magnát;;N 49°55.01712', E 14°35.73323';49.916952;14.595554;YES;Středočeský kraj;Praha-východ;Říčany;Kamenice
102;Pivovar (Brewery);Mamut;Pivovar Mamut;Mikulov;Venušina 1804/1, Mikulov;Czechia;minipivovar (craftbrewery);2011;http://www.pivovarmamut.cz;https://www.facebook.com/pivovar.mamut;https://goo.gl/ysYYsc;;Mamut, Mastodont, Venouš;;N 48°48.56160', E 16°38.57862';48.80936;16.642977;YES;Jihomoravský kraj;Břeclav;Mikulov;Mikulov
103;Pivovar (Brewery);Marina;Restaurace a pivovar Marina Holešovice;Praha - Holešovice;Jankovcova 12, Praha 7 - Holešovice;Czechia;restaurační pivovar (brewpub);2013;http://www.pivovarmarina.cz;https://www.facebook.com/pivovarmarinacz;https://goo.gl/hxtydC;;Holešovický, Marina, Přístavní;https://flic.kr/s/aHsmxDsERu;N 50°6.37252', E 14°27.39007';50.1062086;14.4565011;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
104;Pivovar (Brewery);Matuška;Pivovar Matuška;Broumy;U Radnice 115, Broumy;Czechia;minipivovar (craftbrewery);2009;http://www.pivovarmatuska.cz;https://www.facebook.com/pivovarmatuska;https://goo.gl/uNNovk;;Apollo Galaxy, California, Čaroděj, Černá Raketa, Černý pařez, Desítka, Devítka, Fastball, Hell Cat, Champions, Jitrnice, Knír, Kulová desítka, Matuška, Námořník, Osvoboditel, Raptor, Sv. Martin, Uluwatu, Zlatá Raketa;;N 49°57.30123', E 13°51.09448';49.9550206;13.8515747;YES;Středočeský kraj;Beroun;Beroun;Broumy
105;Pivovar (Brewery);Kroměříž;Pivovar Kroměříž;Kroměříž;Na Sádkách 2798/9, Kroměříž;Czechia;minipivovar (craftbrewery);2012;http://www.pivomaxmilian.cz;https://www.facebook.com/pivomaxmilian;https://goo.gl/Tf8vt2;;Maxmilian, Polibek, Red Max, Skrytý Satyr;;N 49°18.56283', E 17°23.85775';49.3093806;17.3976292;YES;Zlínský kraj;Kroměříž;Kroměříž;Kroměříž
106;Pivovar (Brewery);Mazák;Pivovar Mazák;Dolní Bojanovice;Hodonínská 1110, Dolní Bojanovice;Czechia;minipivovar (craftbrewery);2011;http://www.pivovarmazak.cz;https://www.facebook.com/pivovarmazak;https://goo.gl/foLSkF;Pivovar původně sídlil zde: N 48°51.60457', E 17°1.65372';Bojanowitz, Galaxy, Jantar, Mazák;https://flic.kr/s/aHskugdwHM;N 48°51.40253', E 17°2.08930';48.8567089;17.0348217;NO;Jihomoravský kraj;Hodonín;Hodonín;Dolní Bojanovice
107;Pivovar (Brewery);U rytíře Lochoty;Minipivovar U rytíře Lochoty;Plzeň - Bolevec;Karlovarská 420/103, Plzeň 1 - Bolevec;Czechia;uzavřený pivovar (closed brewery);2001 / 2016;http://www.lochota.cz;;https://goo.gl/bTt92w;;Lochota;;N 49°46.22202', E 13°21.79727';49.7703669;13.3632878;YES;Plzeňský kraj;Plzeň-město;Plzeň;Plzeň
108;Pivovar (Brewery);Medlešice;Pivovar Medlešice;Chrudim - Medlešice;Medlešice 2, Chrudim - Medlešice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2000;http://www.medlesice.cz;;https://goo.gl/1sCA26;;Medlešický;https://flic.kr/s/aHsm7dUpSW;N 49°58.66632', E 15°46.23942';49.977772;15.770657;YES;Pardubický kraj;Chrudim;Chrudim;Chrudim
109;Pivovar (Brewery);Melichárek;Pivovárek Melichárek;Horka nad Moravou;1. máje 21/10, Horka nad Moravou;Czechia;minipivovar s výčepem (craftbrewery with a bar);2013;http://www.pivovarekmelicharek.cz;https://www.facebook.com/pivovarekmelicharek;https://goo.gl/rsyKa6;;Melichárek, Příkazský Mechoš, Příkazská Mechoška;;N 49°38.35163', E 17°12.69277';49.639194;17.211546;NO;Olomoucký kraj;Olomouc;Olomouc;Horka nad Moravou
110;Pivovar (Brewery);Louny;Pivovar Louny;Louny;Husova 64, Louny;Czechia;uzavřený pivovar (closed brewery);1892 / 2010;http://www.heinekenceskarepublika.cz;;https://goo.gl/PE3jM2;Vaří se v pivovaru Velké Březno;Louny;;N 50°21.48390', E 13°48.93528';50.358065;13.815588;NO;Ústecký kraj;Louny;Louny;Louny
111;Pivovar (Brewery);U bojiště 1866;Pivovar U bojiště 1866 Miletín;Miletín;náměstí K. J. Erbena 98, Miletín;Czechia;minipivovar s výčepem (craftbrewery with a bar);1997;http://www.minipivovarmiletin.cz;https://www.facebook.com/pivovar.miletin;https://goo.gl/VoAeyZ;;Battalion Salve, Chmelka, Pytlák;https://www.facebook.com/media/set/?set=a.320556288081419.1073741847.282498931887155&type=1&l=ac9dea58ee;N 50°24.24473', E 15°40.87147';50.404079;15.681191;YES;Královéhradecký kraj;Jičín;Hořice;Miletín
